index,movie_id,title,genres,overview,keywords,runtime,origin_country,popularity,vote_count,vote_average,production_companies,release_date,budget,cast,director
542,820,JFK,"['Drama', 'Thriller', 'History']",Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,"['vietnam war', 'central intelligence agency (cia)', 'assassination', 'usa president', 'government', 'politics', 'homophobia', 'texas', 'new orleans, louisiana', 'investigation', 'john f. kennedy', 'historical figure', 'president', 'conspiracy', 'district attorney', 'death', 'john f. kennedy assassination', 'taunting', 'assassination of president', 'speculative', 'usa history', 'shocking', '1960s', 'somber', 'courtroom drama', 'suspicious', 'legal thriller', 'jacqueline kennedy', 'america', 'ambiguous', 'antagonistic', 'defiant']",188,['US'],3.6811,2226,7.598,"['Warner Bros. Pictures', 'Le Studio Canal+', 'Regency Enterprises', 'Alcor Films', 'Ixtlan Productions', 'A. Kitman Ho Productions']",1991-12-20,40000000,"['Kevin Costner', 'Tommy Lee Jones', 'Gary Oldman', 'Kevin Bacon']",Oliver Stone
543,821,Judgment at Nuremberg,"['Drama', 'History']","In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.","['right and justice', 'nazi', 'court case', 'judge', 'concentration camp', 'world war ii', 'national socialism', 'national socialist party', 'nuremberg trials', 'trial', 'nuremberg, germany', 'black and white', 'courtroom drama']",191,['US'],3.3809,850,8.032,"['United Artists', 'Roxlom Films', 'Stanley Kramer Productions']",1961-12-18,3000000,"['Spencer Tracy', 'Richard Widmark', 'Maximilian Schell', 'Burt Lancaster']",Stanley Kramer
544,823,Jin-Roh: The Wolf Brigade,"['Animation', 'Drama', 'Romance', 'Thriller', 'Science Fiction']","A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.","['japan', 'resistance', 'dystopia', 'little red riding hood', 'brothers grimm', 'politician', 'alternate history', 'suicide mission', 'atmospheric', 'resistance fighter', 'social issues', 'anime']",102,['JP'],2.1595,513,7.425,"['Bandai Visual', 'Production I.G', 'ING']",1999-11-17,0,"['Yoshikatsu Fujiki', 'Sumi Mutoh', 'Eri Sendai', 'Hiroyuki Kinoshita']",Hiroyuki Okiura
545,824,Moulin Rouge!,"['Drama', 'Romance', 'Music']","A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.","['paris, france', 'nightclub', 'fairy', 'courtesan', 'duke', 'musical', 'poet', 'terminal illness', 'love', 'writer', 'prostitution', 'death', 'illness', 'rouge', 'tuberculosis', 'bohemian', 'dance hall', '19th century', '1900s', 'belle epoque', 'dying in arms', 'jukebox musical', 'romantic', 'amused', 'moulin rouge']",128,['US'],4.0972,4637,7.5,"['20th Century Fox', 'Bazmark']",2001-05-18,52500000,"['Ewan McGregor', 'Nicole Kidman', 'John Leguizamo', 'Jim Broadbent']",Baz Luhrmann
546,826,The Bridge on the River Kwai,"['Drama', 'History', 'War']","The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson, the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.","['japan', 'based on novel or book', 'resistance', 'river', 'world war ii', 'prisoner of war', 'thailand', 'bridge', 'burma', 'pacific war', 'bridge blowup', 'dramatic']",161,['GB'],2.4907,2209,7.815,['Horizon Pictures'],1957-10-11,3000000,"['William Holden', 'Alec Guinness', 'Jack Hawkins', 'Sessue Hayakawa']",David Lean
547,827,Diabolique,"['Thriller', 'Mystery']","The cruel and abusive headmaster of a boarding school, Michel Delassalle, is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.","['wife', 'female lover', 'morgue', 'swimming pool', 'teacher', 'plan gone wrong', 'mistress', 'french noir', ""boys' boarding school"", 'headmaster', 'philanderer', 'mischievous children', 'missing body', 'abusive husband', 'abused wife', 'wicker trunk', 'frightened woman']",117,['FR'],1.6388,1024,7.92,"['Véra Films', 'Filmsonor']",1955-01-29,0,"['Véra Clouzot', 'Simone Signoret', 'Paul Meurisse', 'Charles Vanel']",Henri-Georges Clouzot
548,828,The Day the Earth Stood Still,"['Science Fiction', 'Thriller', 'Drama']",An alien and a robot land on Earth after World War II and tell mankind to be peaceful or face destruction.,"['spacecraft', 'flying saucer', 'peace', 'remote control', 'ufo', 'social commentary', 'giant robot', 'black and white', 'military', 'physics professor', 'humanity', 'alien technology']",92,['US'],2.45,1161,7.448,['20th Century Fox'],1951-09-28,995000,"['Michael Rennie', 'Patricia Neal', 'Billy Gray', 'Sam Jaffe']",Robert Wise
549,829,Chinatown,"['Crime', 'Drama', 'Mystery', 'Thriller']","Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.","['dying and death', 'sea', 'pedophilia', 'rape', 'mistake in person', 'river', 'chinatown', 'barrage', 'femme fatale', 'conspiracy', 'whodunit', 'los angeles, california', 'private detective', 'neo-noir']",130,['US'],3.8024,3981,7.917,"['Paramount Pictures', 'Long Road Productions', 'Robert Evans Productions']",1974-06-20,6000000,"['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez']",Roman Polanski
550,830,Forbidden Planet,"['Science Fiction', 'Adventure']","Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for twenty years. They find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately.","['flying saucer', 'rescue mission', 'space', 'alien planet', 'robot', 'sabotage', 'mysterious death', 'alien civilization', 'lone survivor', 'extinct race', 'invisible monster', 'ray weapons', 'mind enhancement', 'atomic power plant', 'romantic triangle']",98,['US'],1.6228,975,7.249,['Metro-Goldwyn-Mayer'],1956-03-23,1900000,"['Walter Pidgeon', 'Anne Francis', 'Leslie Nielsen', 'Warren Stevens']",Fred M. Wilcox
551,832,M,"['Drama', 'Thriller', 'Crime']","In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.","['berlin, germany', 'germany', 'psychopath', 'detective inspector', 'child murder', 'investigation', 'organized crime', 'serial killer', 'black and white', 'criminal', 'pre-code', 'psycho', 'expressionism', 'german expressionism', 'crime']",111,['DE'],2.3742,2298,8.074,['Nero-Film AG'],1931-05-11,0,"['Peter Lorre', 'Ellen Widmann', 'Inge Landgut', 'Otto Wernicke']",Fritz Lang
552,833,Umberto D.,['Drama'],"When elderly pensioner Umberto Domenico Ferrari returns to his boarding house from a protest calling for a hike in old-age pensions, his landlady demands her 15,000-lire rent by the end of the month or he and his small dog will be turned out onto the street. Unable to get the money in time, Umberto fakes illness to get sent to a hospital, giving his beloved dog to the landlady's pregnant and abandoned maid for temporary safekeeping.","['unsociability', 'rome, italy', 'despair', 'servant', 'hunger', 'pension', 'retiree', 'rent', 'old man', 'hospital', 'black and white', 'dog', 'landlady', 'elderly', 'neo realism', 'italian neo realism']",91,['IT'],1.0583,706,7.887,"['Amato Film', 'Rizzoli Film', 'Produzioni De Sica']",1952-01-20,0,"['Carlo Battisti', 'Napoleone the Dog', 'Maria Pia Casilio', 'Lina Gennari']",Vittorio De Sica
553,834,Underworld: Evolution,"['Fantasy', 'Action', 'Thriller']","As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.","['budapest, hungary', 'vampire', 'key', 'light', 'forbidden love', 'rivalry', 'werewolf', 'gothic', 'evolution', 'dark fantasy', 'lycanthrope', 'urban gothic']",106,['US'],4.5707,4161,6.594,"['Screen Gems', 'Lakeshore Entertainment']",2006-01-12,50000000,"['Kate Beckinsale', 'Scott Speedman', 'Tony Curran', 'Shane Brolly']",Len Wiseman
554,837,Videodrome,"['Horror', 'Science Fiction', 'Mystery']","As the president of a trashy TV channel, Max Renn is desperate for new programming to attract viewers. When he happens upon ""Videodrome,"" a TV show dedicated to gratuitous torture and punishment, Max sees a potential hit and broadcasts the show on his channel. However, after his girlfriend auditions for the show and never returns, Max investigates the truth behind Videodrome and discovers that the graphic violence may not be as fake as he thought.","['suicide', 'virtual reality', 'radio presenter', 'black market', 'insanity', 'paranoia', 'dystopia', 'toronto, canada', 'hallucination', 'surrealism', 'sadomasochism', 'cyberpunk', 'brainwashing', 'pittsburgh, pennsylvania', 'snuff film', 'pirate broadcast', 'cautionary', 'depressed', 'ridiculous']",88,['CA'],2.3375,2302,7.265,"['Guardian Trust Company', 'Filmplan International', 'Canadian Film Development Corporation']",1983-02-04,5952000,"['James Woods', 'Debbie Harry', 'Sonja Smits', 'Peter Dvorsky']",David Cronenberg
555,838,American Graffiti,"['Comedy', 'Drama']",A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,"['farewell', 'california', ""rock 'n' roll"", 'robbery', 'airplane', 'car race', 'love at first sight', 'radio station', 'radio presenter', 'radio', 'vandalism', 'coming of age', 'semi autobiographical', 'kids', '1960s']",110,['US'],2.1446,1496,7.0,"['Lucasfilm Ltd.', 'The Coppola Company']",1973-08-11,777000,"['Richard Dreyfuss', 'Ron Howard', 'Paul Le Mat', 'Charles Martin Smith']",George Lucas
556,839,Duel,"['Action', 'Thriller', 'TV Movie']","Traveling businessman David Mann angers the driver of a rusty tanker while crossing the California desert. A simple trip turns deadly, as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.","['california', 'panic', 'chase', 'gas station', 'falsely accused', 'cliff', 'deputy', 'car crash', 'truck', 'salesman', 'stalking', 'cowardliness', 'desert', 'truck driver', 'based on short story', 'road rage', 'school bus', 'dangerous driving', 'eighteen wheeler', 'locked bumpers', 'overheating', 'railroad crossing']",89,['US'],2.4895,1946,7.421,['Universal Television'],1971-11-13,450000,"['Dennis Weaver', 'Jacqueline Scott', 'Eddie Firestone', 'Lou Frizzell']",Steven Spielberg
557,840,Close Encounters of the Third Kind,"['Science Fiction', 'Drama']","After an encounter with UFOs, an electricity linesman feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.","['wyoming, usa', 'indiana, usa', 'flying saucer', 'extraterrestrial technology', 'obsession', 'evacuation', 'blackout', 'secret base', 'alien life-form', 'alien', 'ufo', 'vision', 'alien abduction', 'missing person', 'alien contact', 'mother ship', 'extraterrestrial life form', 'alien language', 'alien space craft', 'questioning', 'escapade', 'curious', 'obsessive quest', 'flying ship', 'ufo sighting', 'alien encounter', 'desperate', 'lightshow', 'extraterrestrial humanoids', 'wonder', 'mysterious lights', 'alien spaceship', 'extraterrestrial capsule', 'moving lights', 'humanoid alien', 'secret space ufos', 'whimsical', 'admiring', 'awestruck', 'flashing lights']",137,['US'],2.9463,4372,7.347,"['Julia/Michael Phillips Productions', 'Columbia Pictures', 'EMI Films']",1977-12-14,20000000,"['Richard Dreyfuss', 'François Truffaut', 'Teri Garr', 'Melinda Dillon']",Steven Spielberg
558,841,Dune,"['Action', 'Science Fiction', 'Adventure']","In the year 10,191, the most precious substance in the universe is the spice Melange. The spice extends life. The spice expands consciousness. The spice is vital to space travel.  The spice exists on only one planet in the entire universe, the vast desert planet Arrakis, also known as Dune.  Its native inhabitants, the Fremen, have long held a prophecy that a man would come, a messiah who would lead them to true freedom.","['witch', 'empire', 'galaxy', 'rebellion', 'future', 'epic', 'space marine', 'army', 'monster', 'based on novel or book', 'prophecy', 'atomic bomb', 'mutation', 'telepathy', 'traitor', 'dystopia', 'emperor', 'insurgence', 'space travel', 'space war', 'spice', 'duke', 'chosen one', 'jihad', 'invasion', 'baron', 'steampunk', 'conflict', 'execution', 'explosion', 'fictional war', 'drugs', 'desert', 'incest', 'giant worm', 'space opera', 'future war', 'messiah', 'denunciation', 'lies', 'suspenseful', 'excited']",137,['US'],5.482,3212,6.179,['The De Laurentiis Company'],1984-12-14,40000000,"['Kyle MacLachlan', 'Francesca Annis', 'Patrick Stewart', 'Linda Hunt']",David Lynch
559,843,In the Mood for Love,"['Drama', 'Romance']","In 1962 Hong Kong, neighbors Su Li-zhen (Mrs. Chan) and Chow Mo-wan (Mr. Chow) discover their spouses are having an affair. As they spend time together, they develop feelings for each other, but their relationship remains chaste and unspoken, reflecting societal constraints and their own moral compass.","['adultery', 'newspaper', 'secret love', 'martial arts', 'lovesickness', 'husband wife relationship', 'shanghai, china', 'marriage crisis', 'married couple', 'singapore', 'deceived husband', 'forbidden love', 'melancholy', 'neighbor', 'author', 'hong kong', 'extramarital affair', '1960s']",98,['HK'],11.1928,2968,8.105,"['Block 2 Pictures', 'Paradis Films', 'Jet Tone Production']",2000-09-29,3000000,"['Maggie Cheung', 'Tony Leung', 'Rebecca Pan', 'Kelly Lai Chen']",Wong Kar-wai
