index,movie_id,title,genres,overview,keywords,runtime,origin_country,popularity,vote_count,vote_average,production_companies,release_date,budget,cast,director
504,775,A Trip to the Moon,"['Adventure', 'Science Fiction']","Professor Barbenfouillis and five of his colleagues from the Academy of Astronomy travel to the Moon aboard a rocket propelled by a giant cannon. Once on the lunar surface, the bold explorers face the many perils hidden in the caves of the mysterious planet.","['moon', 'based on novel or book', 'satire', 'astronomer', 'black and white', 'silent film', 'scientific expedition', 'space adventure', 'early cinema', 'selenite', 'short film', 'man in the moon']",15,['FR'],1.5138,1863,7.913,['Star Film'],1902-06-15,5985,"['Georges Méliès', 'Bleuette Bernon', 'François Lallement', 'Henri Delannoy']",Georges Méliès
505,776,The Rules of the Game,"['Drama', 'Comedy', 'Romance']",A weekend at a marquis’ country château lays bare some ugly truths about a group of haut bourgeois acquaintances.,"['jealousy', 'paris, france', 'upper class', 'servant', 'pilot', 'bourgeoisie', 'black and white', 'hunting']",106,['FR'],1.3882,615,7.52,"['La Nouvelle Edition Francaise', 'Franco London Films']",1939-07-09,8847685,"['Nora Gregor', 'Marcel Dalio', 'Jean Renoir', 'Paulette Dubost']",Jean Renoir
506,777,Grand Illusion,"['Drama', 'History', 'War']","A group of French soldiers, including the patrician Captain de Boeldieu and the working-class Lieutenant Maréchal, grapple with their own class differences after being captured and held in a World War I German prison camp. When the men are transferred to a high-security fortress, they must concoct a plan to escape beneath the watchful eye of aristocratic German officer von Rauffenstein, who has formed an unexpected bond with de Boeldieu.","['prisoner', 'france', 'countryside', 'escape', 'germany', 'world war i', 'prisoner of war', 'brotherhood', 'camp', 'aristocrat', 'fraternity', 'war injury', 'escaped prisoner', 'prison camp', 'trying to escape', 'escape plan', 'humanism']",114,['FR'],1.2392,726,7.9,"[""Réalisation d'Art Cinématographique""]",1937-06-04,0,"['Jean Gabin', 'Pierre Fresnay', 'Erich von Stroheim', 'Marcel Dalio']",Jean Renoir
507,778,Monsieur Hulot's Holiday,['Comedy'],"Monsieur Hulot, Jacques Tati’s endearing clown, takes a holiday at a seaside resort, where his presence provokes one catastrophe after another. Tati’s masterpiece of gentle slapstick is a series of effortlessly well-choreographed sight gags involving dogs, boats, and firecrackers; it was the first entry in the Hulot series and the film that launched its maker to international stardom.","['underdog', 'hotel', 'beach', 'jazz', 'tennis', 'holiday', 'masked ball', 'pilot', 'lone wolf', 'train', 'summer', 'alcohol abuse', 'human relationship', 'aerobics', 'relaxed', 'summer holidays', 'holiday comedy']",87,['FR'],0.904,492,6.922,"['DisCina', 'Specta Films', 'Cady Films']",1953-02-25,0,"['Jacques Tati', 'Nathalie Pascaud', 'Micheline Rolla', 'Louis Perrault']",Jacques Tati
508,779,Vampyr,"['Horror', 'Fantasy', 'Mystery']",A student of the occult encounters supernatural haunts and local evildoers in a village outside of Paris.,"['dreams', 'based on novel or book', 'vampire', 'grave', 'castle', 'windmill', 'anemia', 'black and white', 'gothic horror', 'inn', 'blood transfusion', 'traveler']",73,"['FR', 'DE']",0.7363,555,7.3,['Tobis Filmkunst'],1932-05-06,0,"['Nicolas de Gunzburg', 'Maurice Schutz', 'Rena Mandel', 'Sybille Schmitz']",Carl Theodor Dreyer
509,780,The Passion of Joan of Arc,"['Drama', 'History']","A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.","['suffering', 'court case', 'judge', 'sentence', 'woman martyr', 'heresy', 'trial', 'religion', 'torture chamber', 'black and white', 'saint', 'martyrdom', 'dove', 'silent film', 'catholicism', 'martyr', 'joan of arc', 'forgery', 'judiciary', '15th century', 'burning at stake', 'holy communion', 'bloodletting', 'inspirational', ""jeanne d'arc""]",82,['FR'],2.5519,1005,7.987,['Société générale des films'],1928-04-21,0,"['Maria Falconetti', 'Eugène Silvain', 'André Berley', 'Maurice Schutz']",Carl Theodor Dreyer
510,782,Gattaca,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']","Vincent is an all-too-human man who dares to defy a system obsessed with genetic perfection. He is an ""In-Valid"" who assumes the identity of a member of the genetic elite to pursue his goal of traveling into space with the Gattaca Aerospace Corporation.","['genetics', 'cheating', 'paraplegic', 'suicide attempt', 'dystopia', 'dna', 'new identity', 'investigation', 'heart disease', 'spaceman', 'fraud', 'space travel', 'fake identity', 'in vitro fertilisation', 'biotechnology', 'space mission', 'space', 'astronaut', 'swimming', 'exercise', 'eugenics', 'murder investigation', 'discrimination', 'brother brother relationship', 'authoritarian']",106,['US'],5.2132,6553,7.562,"['Jersey Films', 'Columbia Pictures']",1997-09-07,36000000,"['Ethan Hawke', 'Uma Thurman', 'Jude Law', 'Alan Arkin']",Andrew Niccol
511,783,Gandhi,"['Drama', 'History']","In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.","['muslim', 'strike', 'prayer', 'freedom', 'independence', 'release from prison', 'demonstration', 'world war ii', 'imprisonment', 'colony', 'hunger strike', 'hindu', 'british army', 'political negotiations', 'conference', 'nonviolent resistance', 'apartheid', 'british empire', 'protest', 'independence movement', 'biography', 'idealism', 'based on true story', 'idealist', 'fighting the system']",191,"['US', 'GB']",2.4325,2368,7.554,"['Goldcrest', 'Indo-British', 'International Film Investors', 'National Film Development Corporation of India', 'Columbia Pictures']",1982-12-01,22000000,"['Ben Kingsley', 'Candice Bergen', 'Edward Fox', 'John Gielgud']",Richard Attenborough
512,786,Almost Famous,"['Drama', 'Music']","In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater.","['hotel room', 'concert', ""rock 'n' roll"", 'stewardess', 'drug addiction', 'san diego, california', 'overdose', 'groupie', 'music journalist', 'heavy metal', 'based on true story', 'swimming pool', 'coming of age', 'promiscuity', 'on the road', 'domineering mother', 'reconciliation', 'semi autobiographical', 'innocence lost', 'bus trip', 'aspiring writer', 'mischievous', 'cautionary', 'teenager', 'amused', 'celebratory', 'comforting', 'frustrated', 'cleveland, ohio']",124,['US'],3.7924,2886,7.503,"['DreamWorks Pictures', 'Columbia Pictures', 'Vinyl Films']",2000-09-15,60000000,"['Billy Crudup', 'Frances McDormand', 'Kate Hudson', 'Jason Lee']",Cameron Crowe
513,787,Mr. & Mrs. Smith,"['Action', 'Comedy', 'Drama', 'Thriller']","A husband and wife struggle to keep their marriage alive until they realize they are both secretly working as assassins. Now, their respective assignments require them to kill each other.","['assassin', 'bomb', 'hitman', 'marriage crisis', 'gun', 'secret identity', 'married couple', 'assault rifle', 'marriage', 'decoy', 'secret agent', 'dysfunctional marriage', 'gunfight', 'bullet wound', 'excited', 'ridiculous']",119,['US'],10.4534,10704,6.691,"['Regency Enterprises', 'New Regency Pictures', 'Summit Entertainment', 'Weed Road Pictures', 'Epsilon Motion Pictures']",2005-06-07,110000000,"['Brad Pitt', 'Angelina Jolie', 'Vince Vaughn', 'Adam Brody']",Doug Liman
514,788,Mrs. Doubtfire,"['Comedy', 'Drama', 'Family']","Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as a British nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.","['mask', 'parent child relationship', 'san francisco, california', 'social worker', 'transvestite', 'nanny', 'restaurant', 'fake identity', 'custody battle', 'responsibility', 'voice acting', 'divorced couple']",125,['US'],8.0378,6295,7.195,"['20th Century Fox', 'Blue Wolf Productions']",1993-11-24,25000000,"['Robin Williams', 'Sally Field', 'Lisa Jakub', 'Matthew Lawrence']",Chris Columbus
515,790,The Fog,['Horror'],"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.","['sea', 'small town', 'ship', 'gold', 'beach', 'prophecy', 'sword', 'narration', 'beheading', 'fog', 'leprosy', 'lighthouse', 'church', 'suspenseful']",90,['US'],2.5002,1624,6.725,"['AVCO Embassy Pictures', 'EDI', 'Debra Hill Productions']",1980-02-07,1000000,"['Adrienne Barbeau', 'Hal Holbrook', 'Janet Leigh', 'Tom Atkins']",John Carpenter
516,791,The Fog,"['Horror', 'Mystery']","Trapped within an eerie mist, the residents of Antonio Bay have become the unwitting victims of a horrifying vengeance. One hundred years earlier, a ship carrying lepers was purposely lured onto the rocky coastline and sank, drowning all aboard. Now they're back – long-dead mariners who've waited a century for their revenge.","['sea', 'small town', 'ship', 'gold', 'island', 'california', 'fire', 'beach', 'penalty', 'parent child relationship', 'prophecy', 'sword', 'cemetery', 'narration', 'beheading', 'fog', 'leprosy', 'lighthouse', 'ghost ship', 'weather service', 'unatoned crime', 'remake', 'killer', 'denunciation', 'supernatural power', 'supernatural horror']",100,"['CA', 'US']",1.5132,772,4.523,"['Revolution Studios', 'Debra Hill Productions', 'Columbia Pictures', 'StudioCanal']",2005-10-14,18000000,"['Tom Welling', 'Maggie Grace', 'Selma Blair', 'DeRay Davis']",Rupert Wainwright
517,792,Platoon,"['Drama', 'War', 'Action']","As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.","['dying and death', 'vietnam war', 'helicopter', 'ambush', 'war crimes', 'village', 'mine', 'bunker', 'infantry', 'jungle', 'gang rape', 'soldier', 'battle', 'violent death', 'false accusations', 'platoon', 'combat', 'casualty of war', 'marijuana joint', 'marijuana pipe', 'semi autobiographical', 'anti war', 'wounded soldier', 'conscripts', 'military draft', 'violent man', 'american soldiers', 'tour of duty', 'murder witness', 'army vs civilians', 'cautionary', 'suspenseful', 'critical', 'intense', 'defiant', 'philosophical depiction of war']",120,['US'],7.3805,4758,7.747,"['Hemdale Film Corporation', 'Arnold Kopelson Productions']",1986-12-19,6000000,"['Charlie Sheen', 'Willem Dafoe', 'Tom Berenger', 'Kevin Dillon']",Oliver Stone
518,793,Blue Velvet,"['Mystery', 'Thriller', 'Crime', 'Drama']","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.","['drug dealer', 'small town', 'sexual obsession', 'detective', 'nightclub', 'ear', 'surrealism', 'psychological abuse', 'murder', 'drugs', 'policeman', 'voyeurism', 'disturbed', 'neo-noir']",120,['US'],4.7175,3533,7.6,['DEG'],1986-09-19,6000000,"['Isabella Rossellini', 'Kyle MacLachlan', 'Dennis Hopper', 'Laura Dern']",David Lynch
519,794,The Omen,"['Horror', 'Thriller']","Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil.","['ambassador', 'prophecy', 'monk', 'photography', 'nanny', 'paranormal phenomena', 'rottweiler', ""devil's son"", 'revelation', 'satan', 'anti-christ', 'decapitation', 'priest', 'religion', 'cowardliness', 'devil', 'baboon', 'archaeologist', 'awestruck', '666']",111,"['GB', 'US']",3.4374,2223,7.407,"['Mace Neufeld Productions', '20th Century Fox', 'Harvey Bernhard Productions']",1976-06-25,2800000,"['Gregory Peck', 'Lee Remick', 'David Warner', 'Billie Whitelaw']",Richard Donner
520,795,City of Angels,"['Romance', 'Drama', 'Fantasy']","When a guardian angel – who invisibly watches over the citizens of Los Angeles – becomes captivated by a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.","['suicide', 'operation', 'life and death', 'afterlife', 'angel', 'faith', 'heaven', 'remake', 'los angeles, california', 'interspecies romance']",114,['US'],5.0038,2223,6.816,"['Atlas Entertainment', 'Monarchy Enterprises B.V.', 'Regency Enterprises', 'Taurus Film', 'Warner Bros. Pictures']",1998-04-10,55000000,"['Nicolas Cage', 'Meg Ryan', 'Andre Braugher', 'Dennis Franz']",Brad Silberling
521,796,Cruel Intentions,"['Drama', 'Romance']","Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.","['bet', 'virgin', 'drug abuse', 'sibling relationship', 'based on novel or book', 'sexual obsession', 'upper class', 'cynic', 'sadistic', 'eroticism', 'innocence', 'cocaine', 'manipulation', 'seduction', 'love letter', 'private school', 'addiction', 'love', 'incest', 'psychotherapy']",98,['US'],6.7366,3372,6.808,"['Columbia Pictures', 'Newmarket Capital Group', 'Original Film', 'Neal H. Moritz Productions']",1999-03-05,10500000,"['Ryan Phillippe', 'Sarah Michelle Gellar', 'Reese Witherspoon', 'Selma Blair']",Roger Kumble
522,797,Persona,['Drama'],"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer.","['dreams', 'nurse', 'confession', 'identity crisis', 'mental breakdown', 'betrayal', 'mute', 'black and white', 'patient', 'psychiatry', 'submerged', 'mysterious', 'institution', 'dual personality', 'stage actress', 'duality', 'dissociative identities', 'empathetic']",84,['SE'],3.3011,2278,8.15,['SF Studios'],1966-10-18,0,"['Bibi Andersson', 'Liv Ullmann', 'Margaretha Krook', 'Gunnar Björnstrand']",Ingmar Bergman
523,800,The Young and the Damned,"['Drama', 'Crime']","A group of juvenile delinquents live a violent life in the infamous slums of Mexico City; among them Pedro, whose morality is gradually corrupted and destroyed by the others.","['mexico city, mexico', 'slum', 'approved school ', 'homelessness', 'juvenile delinquent', 'rebellious youth', 'older woman younger man relationship']",82,['MX'],0.9056,503,8.051,['Ultramar Films'],1950-12-09,0,"['Estela Inda', 'Miguel Inclán', 'Alfonso Mejía', 'Roberto Cobo']",Luis Buñuel
524,801,"Good Morning, Vietnam","['Comedy', 'Drama', 'War']","A disk jockey goes to Vietnam to work for the Armed Forces Radio Service. While he becomes popular among the troops, his superiors disapprove of his humor.","['dying and death', 'vietnam war', ""rock 'n' roll"", 'vietcong', 'right and justice', 'explosive', 'war crimes', 'radio station', 'radio presenter', 'cynic', 'entertainer', 'u.s. air force', 'radio', 'saigon', 'provocation', 'amused']",121,['US'],2.3802,2836,7.307,"['Touchstone Pictures', 'Silver Screen Partners III']",1987-12-23,13000000,"['Robin Williams', 'Forest Whitaker', 'Tom T. Tran', 'Chintara Sukapatana']",Barry Levinson
525,802,Lolita,"['Drama', 'Comedy', 'Romance']","Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.","['hotel', 'depression', 'lolita', 'small town', 'secret love', 'based on novel or book', 'sexual obsession', 'summer camp', 'midlife crisis', 'loss of loved one', 'literature professor', 'widow', 'flirt', 'eroticism', 'youngster', 'motel', 'diary', 'seduction', 'provocation', 'fascination', 'one-sided love', 'forbidden love', 'adoptive father', 'older man younger woman relationship', 'sex with a minor']",154,['US'],4.1294,2133,7.319,"['Seven Arts Productions', 'Harris Kubrick Pictures', 'A.A. Productions, Ltd.', 'Anya Pictures', 'Transworld Pictures']",1962-06-13,2000000,"['James Mason', 'Shelley Winters', 'Sue Lyon', 'Gary Cockrell']",Stanley Kubrick
526,803,Night and Fog,"['Documentary', 'History']",Filmmaker Alain Resnais documents the atrocities behind the walls of Hitler's concentration camps.,"['destruction of a civilization', 'nazi', 'germany', 'world war ii', 'prisoner of war', 'auschwitz-birkenau concentration camp', 'torture', 'short film']",32,['FR'],0.7665,513,8.24,['Argos films'],1959-04-27,0,"['Michel Bouquet', 'Reinhard Heydrich', 'Heinrich Himmler', 'Adolf Hitler']",Alain Resnais
527,804,Roman Holiday,"['Romance', 'Comedy', 'Drama']","Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.","['dance', 'rome, italy', 'photography', 'boat', 'secret identity', 'intelligence', 'embassy', 'forbidden love', 'sightseeing', 'duty', 'black and white', 'romantic']",119,['US'],4.0868,2129,7.9,['Paramount Pictures'],1953-08-26,1500000,"['Audrey Hepburn', 'Gregory Peck', 'Eddie Albert', 'Hartley Power']",William Wyler
528,805,Rosemary's Baby,"['Drama', 'Horror', 'Thriller']","A young couple, Rosemary and Guy, moves into an infamous New York apartment building, known by frightening legends and mysterious events, with the purpose of starting a family.","['new york city', 'husband wife relationship', 'based on novel or book', 'satanism', 'conspiracy', 'soul selling', 'new neighbor', 'occult', 'struggling actor', 'demonic possession', 'satanic ritual', 'pregnant wife', 'coven (akelarre)', 'satanic cult', 'nosy neighbor', 'manhattan, new york city', 'woman in jeopardy', 'aspiring actor', 'neighbor neighbor relationship', 'new apartment', 'paranoid', 'poisoning', 'gaslighting', 'apartment', 'meddling neighbor', 'horrified', 'impregnation of woman by entity', 'selfish husband', 'ambitious husband']",138,['US'],3.5561,4081,7.8,['William Castle Productions'],1968-06-12,3200000,"['Mia Farrow', 'John Cassavetes', 'Ruth Gordon', 'Sidney Blackmer']",Roman Polanski
529,806,The Omen,"['Horror', 'Mystery', 'Thriller']",A diplomatic couple adopts the son of the devil without knowing it. A remake of the classic horror film of the same name from 1976.,"['ambassador', 'parent child relationship', 'prophecy', 'monk', 'photography', 'nanny', 'animal attack', 'pentagram', ""devil's son"", 'birthmark', 'omen', 'remake', 'murder', 'hospital', 'cowardliness', 'church', 'demon', 'death', 'archaeologist', 'catholicism', 'catholic priest', 'horror remake']",110,['US'],2.4603,1114,5.645,['20th Century Fox'],2006-06-06,25000000,"['Liev Schreiber', 'Julia Stiles', 'Mia Farrow', 'David Thewlis']",John Moore
530,807,Se7en,"['Crime', 'Mystery', 'Thriller']","Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","['rage and hate', 'police', 's.w.a.t.', 'sadism', 'self-fulfilling prophecy', 'psychopath', 'detective', 'investigation', 'insomnia', 'murder', 'serial killer', 'religion', 'shootout', 'corpse', 'macabre', 'seven deadly sins', 'depravity', 'neo-noir', 'calm', 'urban gothic', 'ambiguous', 'ominous', 'seven: los siete pecados capitales']",127,['US'],23.1798,21875,8.377,"['New Line Cinema', 'Juno Pix', 'Arnold Kopelson Productions']",1995-09-22,33000000,"['Morgan Freeman', 'Brad Pitt', 'Gwyneth Paltrow', 'John Cassini']",David Fincher
531,808,Shrek,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']","It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.","['princess', 'based on novel or book', 'magic', 'fairy tale', 'donkey', 'liberation', 'lordship', 'prince', 'castle', 'villain', 'robin hood', 'enchantment', 'swamp', 'parody', 'anthropomorphism', 'dragon', 'woman director', 'ogre', 'cartoon donkey', 'hilarious']",90,['US'],18.6168,17817,7.753,"['Pacific Data Images', 'DreamWorks Animation', 'DreamWorks Pictures']",2001-05-18,60000000,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'John Lithgow']",Andrew Adamson
532,809,Shrek 2,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure']","Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage.","['prison', 'princess', 'magic', 'kingdom', 'fairy tale', 'liberation', 'transformation', 'honeymoon', 'prince', 'villain', 'parents-in-law', 'enchantment', 'sequel', 'anthropomorphism', 'dragon', 'ogre', 'fairy godmother', 'cartoon donkey']",92,['US'],13.8921,12775,7.299,"['DreamWorks Animation', 'Pacific Data Images']",2004-05-19,150000000,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Julie Andrews']",Conrad Vernon
533,810,Shrek the Third,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']","The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.","['ship', 'island', 'ambush', 'kingdom', 'boarding school', 'liberation of prisoners', 'pregnancy', 'traitor', 'shipwreck', 'stage', 'sadness', 'transformation', 'assault', 'prince', 'villain', 'theater play', 'tricks', 'heir to the throne', 'conciliation', 'sequel', 'teacher', 'best friend', 'dragon', 'cowardliness', 'capture', 'wizard', 'duringcreditsstinger', 'ogre', 'cartoon donkey', 'villains']",93,['US'],9.2976,9324,6.299,"['DreamWorks Animation', 'Pacific Data Images']",2007-05-17,160000000,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Antonio Banderas']",Chris Miller
534,811,Silent Running,"['Adventure', 'Science Fiction', 'Drama']","After the entire flora goes extinct, ecologist Lowell maintains a greenhouse aboard a space station for the future with his android companions. However, he rebels after being ordered to destroy the greenhouse in favor of carrying cargo, a decision that puts him at odds with everyone but his mechanical companions.","['dystopia', 'sunlight', 'space travel', 'saturn', 'biotope', 'plant', 'greenhouse', 'forest', 'space', 'food', 'robot', 'space station', 'enviromentalism', 'biosphere']",89,['US'],1.1135,595,6.403,"['Universal Pictures', 'Trumbull/Gruskoff Productions']",1972-03-09,1000000,"['Bruce Dern', 'Cliff Potts', 'Ron Rifkin', 'Jesse Vint']",Douglas Trumbull
535,812,Aladdin,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']","In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes.","['princess', 'magic', 'tiger', 'cartoon', 'villain', 'parrot', 'sultan', 'flying carpet', 'wish', 'musical', 'love', 'monkey', 'nostalgic', 'arab', 'aftercreditsstinger', 'genie', 'arabian nights', 'animal sidekick', 'magic lamp', 'vibrant']",92,['US'],8.2694,11537,7.654,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",1992-11-25,28000000,"['Scott Weinger', 'Robin Williams', 'Linda Larkin', 'Jonathan Freeman']",Ron Clements
536,813,Airplane!,['Comedy'],An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,"['chicago, illinois', 'post-traumatic stress disorder (ptsd)', 'airplane', 'cataclysm', 'guitar', 'alcohol', 'stewardess', 'taxi driver', 'passenger', 'fear of flying', 'pilot', 'medicine', 'air controller', 'landing', 'saxophone', 'autopilot', 'parody', 'spoof', 'food poisoning', 'los angeles, california', 'alcohol abuse', 'aftercreditsstinger', 'satirical', 'inflatable life raft', 'anarchic comedy', 'hilarious']",88,['US'],7.3113,4709,7.306,"['Paramount Pictures', 'Howard W. Koch Productions']",1980-07-02,3500000,"['Robert Hays', 'Julie Hagerty', 'Leslie Nielsen', 'Kareem Abdul-Jabbar']",Jim Abrahams
537,814,An American Werewolf in London,"['Comedy', 'Horror']","American tourists David and Jack are savaged by an unidentified vicious animal whilst hiking on the Yorkshire Moors. Retiring to the home of a beautiful nurse to recuperate, David soon experiences disturbing changes to his mind and body.","['dying and death', 'london, england', 'intensive care', 'nurse', 'loss of loved one', 'zoo', 'transformation', 'affectation', 'full moon', 'black humor', 'london underground', 'yorkshire', 'rural area', 'werewolf', 'creature', 'moor (terrain)', 'british pub', 'dream sequence', 'macabre', 'angry', 'hikers', 'aggressive', 'malicious', 'playful', 'london zoo', 'practical special effects', 'provocative', 'absurd', 'incredulous', 'hilarious', 'admiring', 'adoring', 'ambiguous', 'ambivalent', 'amused', 'baffled', 'defiant', 'foreboding', 'horrified']",97,"['GB', 'US']",4.6227,2521,7.4,"['Lyncanthrope Films', 'Polygram Pictures']",1981-08-21,10000000,"['David Naughton', 'Jenny Agutter', 'Griffin Dunne', 'John Woodvine']",John Landis
538,816,Austin Powers: International Man of Mystery,"['Science Fiction', 'Comedy', 'Crime']","As a swinging fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy. But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.","['android', 'telescope', 'airplane', 'undercover', 'missile', 'spy', 'group therapy', 'time travel', 'penthouse apartment', 'judo', 'trapdoor', 'clowning', 'secret agent', 'parody', 'las vegas', 'swinging', 'james bond spoof', 'swinging 60s', 'duringcreditsstinger', 'celebratory', 'farcical']",89,['US'],4.3199,3555,6.579,"['New Line Cinema', 'Capella International', 'Moving Pictures', ""Eric's Boy"", 'KC Medien', 'Team Todd']",1997-05-02,16500000,"['Mike Myers', 'Elizabeth Hurley', 'Michael York', 'Mimi Rogers']",Jay Roach
539,817,Austin Powers: The Spy Who Shagged Me,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']","When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo,’ Austin must return to the swingin' '60s himself - with the help of American agent, Felicity Shagwell - to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions to try to save the world in his own unbelievably groovy way.","['android', 'exotic island', 'central intelligence agency (cia)', 'space marine', 'showdown', 'moon', 'usa president', 'saving the world', 'laser gun', 'submarine', 'nasa', 'undercover', 'clone', 'spy', 'car journey', 'time travel', 'supermodel', 'parody', 'aftercreditsstinger', 'duringcreditsstinger', 'ridiculous']",95,['US'],4.5751,3445,6.285,"['New Line Cinema', ""Eric's Boy""]",1999-06-08,33000000,"['Mike Myers', 'Heather Graham', 'Verne Troyer', 'Michael York']",Jay Roach
540,818,Austin Powers in Goldmember,"['Comedy', 'Crime', 'Science Fiction']","The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe—'70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.","['gold', 'helicopter', 'sibling relationship', 'saving the world', 'submarine', 'asteroid', 'undercover', 'submachine gun', 'clone', 'spy', 'journey in the past', 'car journey', 'nightclub', 'laser', 'sumo ringer', 'family history', 'time travel', 'conciliation', 'clowning', 'overweight man', 'belgium', 'parody', 'james bond spoof', 'duringcreditsstinger']",94,['US'],4.6684,3216,5.995,"[""Eric's Boy"", 'New Line Cinema', 'Team Todd', 'Gratitude International', 'Moving Pictures']",2002-07-26,63000000,"['Mike Myers', 'Beyoncé', 'Seth Green', 'Michael York']",Jay Roach
541,819,Sleepers,"['Crime', 'Drama', 'Thriller']",Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.,"['child abuse', 'sexual abuse', 'court case', 'court', 'repayment', 'sadistic', 'pastor', 'juvenile prison', 'juvenile delinquent', 'kids']",147,['US'],3.9899,3646,7.603,"['Propaganda Films', 'Baltimore Pictures', 'Warner Bros. Pictures', 'PolyGram Filmed Entertainment']",1996-10-18,44000000,"['Kevin Bacon', 'Robert De Niro', 'Dustin Hoffman', 'Jason Patric']",Barry Levinson
